0.0,58683.002036567705,64283.43918565429,65133.0863507283,71451.60976159885,71969.45696853101,72051.12036057653,72764.55992707543,73317.28093370557,73253.10965738035
58683.002036567705,0.0,5998.233352016083,7237.998263134833,13146.171939643367,13726.01061289252,13863.08403896581,14554.985526157923,14904.493120484554,15008.015488556837
64283.43918565429,5998.233352016083,0.0,2228.575140030487,7428.107596439736,7951.217103599387,8113.119990983447,8782.676271393319,9197.41964331508,9222.284747517055
65133.0863507283,7237.998263134833,2228.575140030487,0.0,6483.889424676255,6967.598451300952,7039.394236316482,7702.5332706658455,8339.237340228821,8254.640187133999
71451.60976159885,13146.171939643367,7428.107596439736,6483.889424676255,0.0,1211.9561666991096,1354.0954369544831,1687.5742170628341,2256.47516684129,2050.02885577833
71969.45696853101,13726.01061289252,7951.217103599387,6967.598451300952,1211.9561666991096,0.0,1075.1142630304132,1185.0042043325054,1944.8578537848393,1573.3930918332428
72051.12036057653,13863.08403896581,8113.119990983447,7039.394236316482,1354.0954369544831,1075.1142630304132,0.0,1160.6421662576447,1941.7061870083915,1453.6045427373522
72764.55992707543,14554.985526157923,8782.676271393319,7702.5332706658455,1687.5742170628341,1185.0042043325054,1160.6421662576447,0.0,1661.8921337697325,996.7448806705039
73317.28093370557,14904.493120484554,9197.41964331508,8339.237340228821,2256.47516684129,1944.8578537848393,1941.7061870083915,1661.8921337697325,0.0,1348.8180143052234
73253.10965738035,15008.015488556837,9222.284747517055,8254.640187133999,2050.02885577833,1573.3930918332428,1453.6045427373522,996.7448806705039,1348.8180143052234,0.0
