3636,3720,3741,3609,5033,3959,4641,4583,3655,3813,3271,3170,3113,3062,3842,3435,4058,3948,4164,4186,3565,3536,3340,3178,3145,3164,3439,3416,3476,3645,4068,4078,3262,3283,3037,2748,2573,2633,3031,3220,3274,3357,3566,3479,3499,3005,2833,2446,2573,2442,2968,3035,3284,3140,3569,3358,2950,3207,2700,2725,2651,2629,3145,2925,3626,3424,3694,3671,3328,3498,2942,2821,2919,2886,3263,3358,3819,3755,4050,3740,3277,3531,3174,3054
12565,12683,13810,14506,13390,13647,15256,15113,12990,13926,12522,12488,12768,12256,14083,12142,13989,13291,13980,14668,12713,13503,12683,11737,12726,11516,12860,12105,13168,13416,15177,14798,12256,12914,12110,11608,11076,10524,12787,12725,13127,13216,14155,13175,13211,12861,12095,11846,11560,11558,13375,13201,14223,14312,14796,14096,13594,13850,13330,13157,12889,12376,13602,13805,14972,14274,15649,15268,14769,15296,14087,13761,13306,12963,15154,14861,15716,15718,17216,16145,15106,16479,15179,14112
4934,5163,5710,5950,5687,5386,5960,5798,5196,5560,5060,4482,4437,4240,5013,4407,4669,4590,5054,5105,4704,4856,4498,4303,4270,4067,4426,4514,4948,4913,5288,4984,4389,4736,4339,4319,4161,3976,4392,4268,4512,4987,5190,4744,4895,4606,4468,4287,3798,3737,4533,4573,4789,4796,4696,4698,4567,5062,4510,4326,4118,3966,4403,4332,4565,4600,5129,4889,4692,4834,4338,4372,4587,4541,5489,4964,5122,5062,5246,5120,4649,5013,4255,4119
29267,28319,32842,32551,30476,29774,31621,30901,28342,29963,27781,23911,24548,24223,28091,24920,27114,25245,27504,27186,24827,27169,25261,23227,25382,23393,25770,25925,26831,27802,30023,29615,25448,27538,25192,24466,23738,22509,26288,26111,27647,28175,30534,27772,27821,28761,27387,24627,25221,25403,28245,29882,29851,30097,30356,30386,28498,30925,28140,27206,27007,26422,28516,28258,30722,30111,31255,30850,31064,34709,31122,32079,31670,30784,35094,34878,35890,36397,37480,35658,32768,35990,34052,31233
6544,5349,6381,5981,5151,6810,7697,7419,6210,6178,5477,4603,4859,4762,5354,4373,4817,4183,5076,5270,4952,4786,4394,3726,4106,3996,4546,4599,4714,4936,5786,3900,4843,4743,4522,4194,4102,4104,5252,5368,5574,6022,6324,5588,5825,5815,5367,4763,3951,4371,4843,5367,5358,5791,5942,5547,5363,5597,5090,4825,4651,4612,3960,4833,5590,5905,5771,5863,5568,5606,5345,4731,4784,4793,5605,5657,5500,5293,5748,5609,5037,5544,3809,4818
15767,15548,17326,19325,19280,17399,19922,19351,17486,18287,16261,14564,14968,14540,16387,14986,17072,16233,16388,17466,15145,14657,13240,12059,13717,12259,13545,13493,14117,15053,16487,16262,14392,13511,12808,11680,11112,10541,12441,12708,13388,13965,15365,14317,13719,13927,13182,12747,13376,13009,15417,15403,15830,16154,15973,15456,14274,14540,13598,13286,13198,12962,13969,14179,15557,15626,16965,17302,17201,17038,15916,15249,15451,14834,17932,17155,18287,18018,18350,18283,17025,18276,16725,14903
9097,9241,9816,10098,10269,9681,10251,9645,9189,9638,8791,8033,8043,8092,8562,7835,8135,7931,8247,8208,7182,7368,7011,6213,7241,5999,6385,6550,6532,6271,7222,6708,6092,6274,6041,5874,6136,5846,6437,6620,7055,7303,7814,7189,7062,7184,6730,6277,6481,6306,7080,7085,7818,7594,8378,7782,7372,8117,7432,7582,7490,7184,7730,7916,8677,8680,9436,9088,9228,9812,8881,8705,8711,8847,10717,9959,10409,10542,10787,9852,9878,10694,9457,8586
8949,8565,9757,9868,9638,9430,9330,9148,8458,8014,7594,6623,6762,7106,7513,6911,7652,7357,7904,8196,7401,7579,7095,6312,7144,6196,6684,7195,7561,7626,8176,7680,6829,7097,6811,6462,6657,6638,7535,7304,7411,7473,8278,7443,7334,7440,7239,6243,6324,5979,6942,6826,6881,6973,7741,7485,7355,7848,7467,6663,6358,6668,7548,7231,7956,7644,8323,8159,8138,8566,7639,7676,8072,7476,8918,8115,7918,8597,8984,8885,8387,8781,8236,7596
13249,13138,14753,15363,14985,14232,15891,15770,13690,14277,12458,12255,12486,12294,13996,12160,13562,12922,14057,14404,12678,12593,12702,12085,12646,10976,12022,11395,12972,13224,14968,15292,13779,13507,12641,12113,12025,11248,13105,13638,14117,14521,15321,14336,13702,13497,12623,11846,11881,11278,13011,13234,13550,13645,14497,14287,12715,13845,13092,13250,12430,12581,13354,13502,14547,14655,15920,16017,15318,15019,13864,14580,14427,13603,15917,16010,17534,19391,21115,19162,16852,20043,18574,15962
16041,15711,16594,20424,18052,18568,19081,19263,16250,16979,14870,13301,13294,12696,16689,15258,16865,15570,17229,17364,15208,15552,14119,13079,13774,12594,13260,14122,15492,16120,18557,17327,14719,15132,13943,12943,12777,11934,14283,14272,15295,15313,16494,14701,15098,14499,13648,11897,12240,12100,13966,14448,14782,15029,15389,15573,14926,15534,13374,13120,13409,13178,14961,14451,16088,15647,16173,16013,15463,15865,14014,13958,14029,13453,15947,16609,17337,16403,17381,17087,16061,17099,16380,15375
7939,8066,9057,9049,8963,8712,8871,8795,8439,8843,7607,6739,7171,7325,8253,7097,7585,7222,7496,7239,6930,7402,6976,5823,6493,6111,6734,6845,7326,7603,8055,8085,6674,7190,7192,6304,6093,6338,6966,6637,7292,7464,7522,6970,6690,6888,6455,5839,5754,5589,6449,5913,5193,6260,6572,6878,5981,6274,6294,5996,6093,6087,6333,6527,7050,7027,7126,7829,7689,7926,7425,6713,7193,6484,7867,7593,8546,8602,8782,8808,8233,8997,8085,7634
6290,6002,6754,7044,6781,6459,6837,6692,6308,6354,6164,5383,5437,5341,6370,5512,5888,5837,6324,6211,5493,5598,5139,4590,5021,4630,4640,4795,5105,5304,5914,5619,4714,4878,4549,4433,4219,4118,4738,3843,4957,4988,5404,5001,5274,5035,4554,3917,3923,3822,4553,4581,4231,4895,5187,5294,4549,4502,3543,3970,4361,4154,4410,4317,4998,4530,4266,5260,4986,4874,4542,4556,4189,4171,4808,5221,5612,5023,5845,5700,4663,5359,4563,4587
12188,12404,14533,15217,13457,13068,13854,14136,11627,14057,12336,11156,11901,11426,13858,12114,13048,12144,13143,13854,12569,14466,12814,10802,12370,11456,12462,12514,12536,12391,14252,13477,12014,13614,12491,11829,11548,10873,13073,12925,12856,12265,13555,12649,13948,14692,13253,11781,11186,11271,12585,13497,13272,13324,13656,13355,12919,14823,12241,11792,11134,11244,12561,13134,13781,13420,14019,14452,14027,15911,13312,12856,12444,12573,14623,14499,15015,14942,15385,14488,14015,15782,14442,12848
99099,94179,104861,107029,112448,109074,112224,108945,91264,101354,95642,87057,91032,85064,101527,90378,100532,97356,102180,105069,91002,95755,89862,82621,84334,76295,80409,83863,83365,85241,96391,87784,78869,87003,81637,75196,75470,70007,80019,75464,79832,82420,87867,79752,80612,83467,79405,73935,72939,68811,78324,75161,80411,83528,86720,81325,76944,84485,81658,77959,74661,73076,76850,77139,86915,85761,93612,90046,84897,87910,81545,82117,78616,75528,89105,82377,91023,88973,96292,91888,86261,92852,87921,80564
6678,6503,7408,8066,8373,7892,8120,7969,6801,6579,5743,5060,5296,5263,5954,5492,5818,6373,6622,6928,6469,6120,5501,5169,5607,4648,5141,5434,5802,5832,6599,6554,5487,5485,5661,4934,4842,4733,5686,5850,6089,6097,6664,6338,6165,6006,5371,4993,5058,4879,5795,5932,6284,6077,6269,6178,5731,5672,5417,5392,5183,4901,5805,5552,6146,6294,6458,6303,6396,6081,5390,5747,5532,5455,6462,6114,6527,6504,6905,6679,6441,6688,6068,5521
6641,6464,7765,8491,8279,7879,8009,8159,7183,7407,6574,6071,6425,6191,6953,6264,7185,6784,6963,7322,6790,6813,6339,6345,6463,5785,5959,6048,6028,6447,7069,6812,5816,5955,5819,5551,5397,5476,6203,6379,6583,6956,7350,6744,6398,6457,6238,6132,5919,5804,6563,6562,6600,6311,6956,6506,6171,6571,6101,6168,6192,6360,6803,6493,7240,7366,7974,7707,7317,7556,6890,6066,6454,6519,7328,6999,7343,7050,7393,6411,6395,6852,6245,6082
13282,13290,15283,15490,14990,14422,15810,14667,13694,15151,14094,11497,11911,12379,15070,12414,13420,12940,14121,14688,13535,13828,12835,11072,12495,11867,12659,12055,12019,12578,14292,13899,12204,12696,11974,10525,11028,11117,12895,12446,13404,13444,13650,13012,13326,13646,12462,10904,10775,11002,12851,13585,13356,13216,13795,13936,12602,14700,13324,12650,12683,13521,14794,14445,15845,14774,16552,15918,16315,16435,14392,14956,15104,14526,17680,16938,17994,17423,18580,19729,18098,19585,17647,16289
5177,5299,5789,6288,5616,5528,6760,6921,5877,6309,5921,5289,5207,5285,6326,5422,6413,5811,6279,6197,5305,5443,4996,4635,4873,4567,5250,5242,5542,5577,6275,6363,5309,5337,4714,4381,4153,4087,5065,5146,5262,5606,5783,5720,5154,5298,4290,4401,5073,4163,4667,5055,4973,5139,5416,5296,5072,5434,4538,4418,4460,4520,5383,5367,5605,4916,4853,5207,4776,4811,4431,4582,4468,4244,5013,5308,5697,5704,5988,5967,5352,5716,5467,5165
6261,6108,7199,7405,6875,6777,6569,5945,6486,6940,6188,6011,5643,5473,6388,5742,6146,6189,6465,7071,6215,6479,5637,5252,5605,4962,5314,5286,5856,6113,6681,6960,5809,5864,5468,5188,4697,4404,5461,5723,5777,6220,6742,6461,6078,5912,5614,5088,4584,4731,5639,5797,6093,6215,6594,6435,5584,6027,5232,4928,5074,5114,5615,5397,5933,5830,6440,6306,5807,5840,5038,4971,5053,4775,5775,5788,6011,5816,6171,6012,5760,6171,5558,5050
10782,10560,12130,12371,11833,12278,12714,12652,11369,11915,10265,8809,9419,9488,10844,9256,9832,9638,9268,9213,8424,8858,8415,7809,8318,7763,8297,8566,8945,8903,9769,9187,8319,8450,8141,7545,7868,7617,9068,9031,9668,9804,10629,9339,9330,9711,9307,8487,8241,8113,9149,9355,9844,10029,10373,9889,8712,9523,8506,7951,8355,7758,8928,8603,9454,9157,9910,9615,10103,11069,10205,9256,9112,9160,10540,9955,11394,11046,11601,10946,10916,12123,11058,10303
13082,12692,14826,14795,11856,13409,14655,14409,11875,13171,11864,11644,11239,11008,12511,11377,12051,10981,11350,11552,10293,11241,10976,9237,9448,9665,9976,9755,9825,10444,11844,10878,10121,10607,10190,9729,9408,8959,10924,10943,11100,12555,12833,11617,12219,11495,10493,9692,9280,8897,10563,11037,10856,11536,11770,11316,10880,11577,9917,9667,9689,9660,11182,10699,11799,11080,11463,11959,11417,12255,11367,10889,10773,10678,12110,12143,12687,12432,12815,12565,11546,12851,11941,10936
15676,15982,17915,18124,17088,17102,18179,17729,17607,18733,17150,15163,15886,16084,18035,13788,15717,14968,15957,15751,15216,15893,15305,13501,15860,13326,14640,14541,14996,14703,16682,16706,14565,14859,14010,12902,13167,12755,15011,15223,15722,15368,16990,15460,15364,15708,14994,13401,14037,13459,14715,15387,15555,15500,16848,16346,15422,16438,15396,14672,14729,14275,15374,15202,15995,15571,17153,16328,17052,17891,16437,16437,16727,16732,18348,17958,18148,18013,17797,18672,17144,18089,16954,15234
7057,7477,9143,9144,7510,7477,7499,7981,7664,8161,7538,6550,7780,7154,9282,7572,7999,7367,8929,8491,8048,8070,7371,6292,7669,6749,6967,7716,7862,7515,9726,8775,7705,8006,7373,6869,6921,6586,7230,7520,7748,8116,9123,7612,8550,7970,7353,6887,7596,7029,8002,8356,7769,9060,9351,8811,8878,9065,8174,8113,8368,8326,9016,9134,9674,10227,9784,10246,10722,10301,9112,8350,9155,8431,10281,9758,10459,10053,10528,11279,9849,10081,9376,8502
6044,6096,6719,7356,7460,7309,7806,7568,6855,6505,6024,5812,5704,5715,5994,5503,5909,5865,6372,6359,5820,5674,5386,4936,5301,4505,5055,5267,5357,5744,6514,6371,5306,5251,4499,4105,4195,4037,4666,4746,5140,5210,5564,5326,5280,5207,4643,4374,4370,4231,5093,4994,5450,5371,5450,5269,4714,5158,5347,4861,4658,4335,4731,4661,4983,5026,5318,4896,5008,5023,4725,4684,4486,4291,5216,5291,5629,5892,6068,5600,5338,5553,5259,4841
8920,8639,9541,9909,10344,9870,10394,9875,9372,10174,8951,8148,8385,8205,8794,7747,8750,8308,8732,8707,7981,7665,7242,6811,7488,6709,7088,7165,7747,8028,8559,8038,6782,6954,6742,6239,6463,5959,6935,6975,7090,7735,8112,7466,7345,7589,7058,6660,6227,6254,7395,7572,8414,8538,8981,8402,7598,7791,7348,6937,6512,6422,7015,6881,7479,7188,7601,7445,7288,7891,7141,7577,7077,7189,8372,8161,8427,8911,9059,8255,7539,8303,7542,7261
11303,13694,15670,16211,16128,17378,18606,18106,14335,14867,13366,12490,13245,11739,14194,12243,13743,13273,14325,14815,13257,13034,12308,10625,11264,10530,11670,11561,11163,11453,13770,13377,11345,11608,11454,10012,10355,9133,10888,11679,11554,12720,13178,12745,13061,12501,11360,10079,10248,9689,11461,11135,11990,12744,12980,12910,11456,11896,10924,10829,10251,10147,10995,11193,12422,12321,13298,12739,12436,12492,11085,11164,10911,10532,13030,12959,13114,14047,14266,13982,12624,12983,11549,11104
14545,17727,18338,19564,18320,17704,19020,17970,15845,16900,15107,14037,15355,13986,16094,14179,14191,14437,14990,15346,12964,14670,12457,11777,12970,12228,12632,12946,13897,14349,15728,15570,13642,14024,12864,12304,12260,11522,13180,12922,13560,13857,14799,13619,13611,13741,12907,11909,11935,11808,13621,13522,14431,14695,15881,14443,13316,13773,13546,12872,12807,12609,13568,13658,14944,14588,15640,15789,15409,15695,14473,13686,13698,13638,15876,15680,16537,16873,15719,16664,15240,16955,15040,13648
4393,4215,4665,5040,4959,4818,5151,4802,4625,4681,4346,3918,3977,4092,4661,4115,4414,4326,4932,4530,4091,4333,3801,3611,3894,3443,3139,3898,4200,4474,5135,4617,3857,3852,3699,3396,3405,3159,3856,3864,3956,3931,4451,3495,3903,3907,3481,3304,3259,3236,3650,3731,4199,4248,4425,4166,3858,4068,3767,3586,3797,3658,4055,4215,4391,4354,4689,4844,4682,4840,4279,4295,4152,4124,4730,5044,5120,5290,5274,5249,4762,5003,4825,4281
10749,10850,12144,12271,11313,10849,12388,12108,11105,11599,9890,9335,9453,9195,10767,9385,10564,10220,10976,11036,10005,9992,9137,8713,8757,8080,8709,9129,9958,9741,9836,9479,8720,9073,8401,8118,8116,7800,9130,8811,9340,9658,10381,9483,9574,9001,8472,7704,7971,7850,8980,9564,9948,10299,10612,10262,9305,9808,8954,8773,8566,8712,9517,9491,10364,10634,11232,11088,10764,11007,9711,9684,9473,9299,10808,10607,11526,11459,12169,11346,10727,11375,10846,9680
25515,25558,28958,31273,30000,29037,29893,28573,24013,24289,22605,20732,20904,20824,22930,20534,22101,20518,22703,22859,20829,21354,20342,19100,20461,18505,19807,20479,21299,21336,24096,22931,20325,20648,19703,18980,18631,17639,20711,20163,20657,21776,22892,21279,21437,21095,20232,18447,19095,17813,19714,19820,20521,21418,21754,20561,20248,21384,20443,19782,19871,19403,20892,20316,22169,21814,23221,22710,22379,23893,21890,21302,21416,20407,23564,23114,25241,24544,25484,24971,23208,25879,24989,22080
24287,22815,25906,27347,26258,26581,27937,27932,23216,23590,22641,19953,21321,20596,23542,20987,22627,21381,22756,23179,21077,22655,21738,19217,21617,19327,20112,20814,21480,21887,24258,23232,20766,21394,20563,18477,18490,17530,21189,20525,20522,19997,21117,19145,18843,19760,19752,18349,19006,18236,21442,21930,23083,23149,23674,23585,22207,24248,23213,22187,22124,22390,24559,24200,25702,25061,27176,26529,26743,28100,26211,24886,24767,23689,26438,25487,27003,26565,28537,27324,26479,29931,28062,25724
4510,4746,2772,5762,5411,5247,5927,5912,5525,5510,5283,4912,3428,4713,5526,4962,5558,5078,5271,5464,5288,4926,4570,4198,4276,4052,4406,4346,4579,5101,5462,5322,4598,4665,4326,4112,3883,3822,3829,3832,4575,4913,4999,4611,4831,4489,4316,4046,3973,3750,4508,4806,4804,5004,4999,5057,4638,4622,4516,4294,4228,4132,4456,4506,4806,4961,5384,5271,4957,4960,4804,4751,4473,4431,5184,5041,5110,5380,5510,5423,5431,5454,4946,4599
